Nistkasten-nummer,Datum,Zustand Kasten,gereinigt,besetzt,Anzahl Eier,Anzahl Jungvögel,Alter Jungvögel,Vogelart,beringt,Bemerkungen
900139,5/17/2012,in Ordnung,nein,ja,0,0, ,Feldsperling, ,
900140,5/17/2012,leicht defekt,nein,ja,10,0, ,Kohlmeise, ,
900141,5/17/2012,in Ordnung,nein,nein, , , , , ,
900142,5/17/2012,stark defekt,nein,ja,0,0, ,Feldsperling, ,
900143,5/17/2012,in Ordnung,nein,ja,0,0, ,Star, ,
900144,5/17/2012,leicht defekt,nein,ja,0,5,12,Star,5,
900145,5/17/2012,in Ordnung,nein,ja,6,0, ,Feldsperling, ,
900146,5/17/2012,in Ordnung,nein,ja,0,0, ,Feldsperling, ,
900147,5/17/2012,in Ordnung,nein,ja,0,0, ,Feldsperling, ,
900148,5/17/2012,in Ordnung,nein,ja,1,4,15,Feldsperling,0,
900149,5/17/2012,leicht defekt,nein,nein, , , , , ,
900150,5/17/2012,in Ordnung,nein,ja,0,5,15,Feldsperling,3,
900151,5/17/2012,in Ordnung,nein,ja,0,0, ,unbestimmt, ,
900152,5/17/2012,in Ordnung,nein,ja,0,3,2,Kohlmeise,0,
900153,5/17/2012,in Ordnung,nein,nein, , , , , ,
900154,5/17/2012,in Ordnung,nein,nein, , , , , ,
900155,5/17/2012,in Ordnung,nein,nein, , , , , ,Totfund Kohlmeise
900157,5/17/2012,in Ordnung,nein,nein, , , , , ,
900158,5/17/2012,in Ordnung,nein,ja,1,7,5,Blaumeise,7,
900156,5/17/2012,in Ordnung,nein,nein, , , , , ,
000001,5/18/2012,in Ordnung,nein,ja,0,8,12,Kohlmeise,8,
400183,5/18/2012,in Ordnung,nein,ja,0,11,11,Blaumeise,11,
400184,5/18/2012,in Ordnung,nein,ja,0,7,6,Kohlmeise,7,
400185,5/18/2012,in Ordnung,nein,ja,0,10,12,Kohlmeise,10,
400086,5/18/2012,in Ordnung,nein,ja,0,5,12,Kohlmeise,5,
400071,5/18/2012,in Ordnung,nein,ja,1,9,6,Kohlmeise,7,Weibchen beringt
400187,5/18/2012,in Ordnung,nein,ja,0,8,6,Blaumeise,8,
600001,5/18/2012,in Ordnung,nein,ja,12,0, ,Blaumeise, ,
600002,5/18/2012,in Ordnung,nein,nein, , , , , ,
600003,5/18/2012,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
600004,5/18/2012,in Ordnung,nein,nein, , , , , ,Wespe
600005,5/18/2012,in Ordnung,nein,nein, , , , , ,
600006,5/18/2012,in Ordnung,nein,ja,5, , ,Meise unbestimmt, ,Eier kaputt
600007,5/18/2012,in Ordnung,nein,ja,0,6,15,Feldsperling,6,
600008,5/18/2012,in Ordnung,nein,ja,8,0, ,Kohlmeise, ,Weibchen beringt
600009,5/18/2012,in Ordnung,nein,ja,0,6,6,Blaumeise,5,
600010,5/18/2012,in Ordnung,nein,ja,0,5,14,Feldsperling,5,
600011,5/18/2012,in Ordnung,nein,ja,0,11,6,Blaumeise,11,Weibchen beringt
600012,5/18/2012,in Ordnung,nein,ja,2,6,6,Blaumeise,6,
600013,5/18/2012,in Ordnung,nein,ja,0,8,7,Kohlmeise,8,
600014,5/18/2012,in Ordnung,nein,ja,2,8,5,Blaumeise,8,
600015,5/18/2012,in Ordnung,nein,ja,0,0, ,Kohlmeise, ,Weibchen beringt
600016,5/18/2012,in Ordnung,nein,ja,0,12,4,Blaumeise,12,
600017,5/19/2012,in Ordnung,nein,ja,0,7,15,Kleiber,6,
600018,5/19/2012,in Ordnung,nein,ja,0,11,9,Blaumeise,11,
600019,5/19/2012,in Ordnung,nein,ja,0,7,10,Kleiber,7,
600020,5/19/2012,in Ordnung,nein,ja,0,11,10,Blaumeise,11,
600021,5/19/2012,in Ordnung,nein,ja,0,10,11,Blaumeise,10,Weibchen beringt
600022,5/19/2012,in Ordnung,nein,ja,0,7,15,Kleiber,7,
600023,5/19/2012,in Ordnung,nein,ja,0,4,12,Blaumeise,4,
600024,5/19/2012,in Ordnung,nein,ja,1,11,5,Blaumeise,11,
600025,5/19/2012,in Ordnung,nein,ja,0,8,10,Kohlmeise,8,
600026,5/19/2012,in Ordnung,nein,ja,1,10,6,Blaumeise,10,
600027,5/19/2012,in Ordnung,nein,ja,0,8,14,Kleiber,8,
600028,5/19/2012,in Ordnung,nein,ja,0,10,7,Blaumeise,10,Weibchen beringt
400193,5/20/2012,in Ordnung,nein,ja,0,3,10,Feldsperling,3,
400197,5/20/2012,in Ordnung,nein,ja,1,6,5,Feldsperling,6,Weibchen beringt
400199,5/20/2012,in Ordnung,nein,ja,0,9,6,Blaumeise,9,
400201,5/20/2012,in Ordnung,nein,ja,1,7,10,Blaumeise,7,Weibchen Wiederfang
400202,5/20/2012,in Ordnung,nein,ja,6,2,1,Kohlmeise,0,Weibchen Wiederfang
400205,5/20/2012,in Ordnung,nein,ja,0,12,12,Blaumeise,12,
400204,5/20/2012,in Ordnung,nein,ja,1,11,8,Blaumeise,11,
400081,5/20/2012,in Ordnung,nein,ja,0,8,2,Meise unbestimmt,0,
400215,5/20/2012,in Ordnung,nein,ja,0,11,10,Blaumeise,11,
400053,5/20/2012,in Ordnung,nein,nein, , , , , ,
400066,5/20/2012,in Ordnung,nein,ja,0,7,9,Kohlmeise,7,
400070,5/20/2012,in Ordnung,nein,ja,0,9,7,Kohlmeise,9,
400073,5/20/2012,in Ordnung,nein,ja,0,7,7,Kohlmeise,7,
400079,5/20/2012,in Ordnung,nein,ja,0,10,2,Blaumeise,0,Weibchen Wiederfang
400069,5/20/2012,in Ordnung,nein,ja,2,8,2,Meise unbestimmt,0,
400072,5/20/2012,in Ordnung,nein,ja,0,7,12,Kohlmeise,7,
400076,5/20/2012,in Ordnung,nein,ja,0,8,14,Kohlmeise,14,
400090,5/20/2012,in Ordnung,nein,ja,2,2,12,Feldsperling,2,
400104,6/19/2012,in Ordnung,nein,ja,0,1,10,Gartenrotschwanz,0,"Weibchen tot auf Nest, Nestling tot"
400018,6/19/2012,in Ordnung,nein,ja,0,0, ,Star, ,
400105,6/19/2012,in Ordnung,nein,nein, , , , , ,
400101,6/19/2012,in Ordnung,nein,ja,0,8,5,Meise unbestimmt,0,Nestlinge tot
400005,6/19/2012,in Ordnung,nein,nein, , , , , ,
400102,6/19/2012,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
900159,6/30/2012,in Ordnung,nein,ja,1,5,16,Feldsperling,2,
400168,3/31/2013,in Ordnung,ja,ja, , , ,Kohlmeise, ,3 juv tot unberingt
900160,5/10/2013,in Ordnung,nein,ja,5,0, ,Feldsperling, ,
900159,5/10/2013,in Ordnung,nein,unbekannt, , , , , ,tote unberingte Kohlmeise
900161,5/10/2013,in Ordnung,nein,unbekannt, , , , , ,
900162,5/10/2013,in Ordnung,nein,unbekannt, , , , , ,
900163,5/10/2013,in Ordnung,nein,nein, , , , , ,
900164,5/10/2013,in Ordnung,nein,ja,2,0, ,Feldsperling, ,
900165,5/10/2013,in Ordnung,nein,ja,5,0, ,Feldsperling, ,
900167,5/10/2013,in Ordnung,nein,ja,7,0, ,Kohlmeise, ,
900166,5/10/2013,in Ordnung,nein,unbekannt, , , , , ,
900168,5/12/2013,in Ordnung,nein,unbekannt, , , , , ,
900169,5/12/2013,in Ordnung,nein,ja,0,0, ,Star, ,
900170,5/12/2013,in Ordnung,nein,unbekannt, , , , , ,toter unberingter Feldsperling
900171,5/12/2013,in Ordnung,nein,ja,5,0, ,Feldsperling, ,
900172,5/12/2013,in Ordnung,nein,nein, , , , , ,
900173,5/12/2013,in Ordnung,nein,nein, , , , , ,
900174,5/12/2013,in Ordnung,nein,nein, , , , , ,
900175,5/12/2013,in Ordnung,nein,nein, , , , , ,
900176,5/12/2013,in Ordnung,nein,ja,10, , ,Kohlmeise, ,
900177,5/18/2013,in Ordnung,nein,nein, , , , , ,
900178,5/18/2013,in Ordnung,nein,nein, , , , , ,
900127,5/18/2013,in Ordnung,ja,nein, , , , , ,
900179,5/18/2013,in Ordnung,nein,ja,8,0, ,Kohlmeise, ,Weibchen kontrolliert
900180,5/18/2013,in Ordnung,nein,nein, , , , , ,
900181,5/18/2013,in Ordnung,nein,nein, , , , , ,
900182,5/18/2013,in Ordnung,nein,nein, , , , , ,
900183,5/18/2013,in Ordnung,nein,nein, , , , , ,
900184,5/18/2013,in Ordnung,nein,ja,8,0, ,Gartenrotschwanz,Weibchen,
900185,5/18/2013,in Ordnung,nein,ja,0,4,7,Star,4,
900125,5/18/2013,in Ordnung,nein,nein, , , , , ,
900186,5/18/2013,in Ordnung,nein,ja,14,0, ,Blaumeise,Weibchen,
900126,5/18/2013,in Ordnung,nein,ja,0,6,6,Kohlmeise,6,
900113,5/18/2013,in Ordnung,nein,nein, , , , , ,
900114,5/18/2013,in Ordnung,nein,unbekannt, , , , , ,
900119,5/18/2013,in Ordnung,nein,ja,1,5,1,Kohlmeise, ,
900187,5/18/2013,in Ordnung,nein,ja,0,0, ,unbestimmt, ,
900117,5/18/2013,in Ordnung,nein,ja,0,6,10,Star,6,
900120,5/18/2013,in Ordnung,nein,nein, , , , , ,
900133,5/18/2013,in Ordnung,nein,ja,0,5,6,Star,5,
900132,5/18/2013,in Ordnung,nein,unbekannt, , , , , ,
900131,5/18/2013,in Ordnung,nein,unbekannt, , , , , ,
900130,5/18/2013,in Ordnung,nein,ja,0,4,12,Star,4,
900188,5/18/2013,in Ordnung,nein,nein, , , , , ,
900189,5/18/2013,in Ordnung,nein,nein, , , , , ,
900123,5/18/2013,in Ordnung,nein,nein, , , , , ,
900124,5/18/2013,in Ordnung,nein,nein, , , , , ,
900190,5/18/2013,in Ordnung,nein,ja,0,8,6,Kleiber,7,
900134,5/18/2013,in Ordnung,nein,nein, , , , , ,
900129,5/18/2013,in Ordnung,nein,nein, , , , , ,
900136,5/18/2013,in Ordnung,nein,ja,12,0, ,Blaumeise,Weibchen,
900152,5/18/2013,in Ordnung,nein,ja,10,0, ,Blaumeise,Weibchen,
900150,5/18/2013,in Ordnung,nein,ja,4,0, ,Feldsperling, ,
900151,5/18/2013,in Ordnung,nein,ja,0,0, ,Feldsperling, ,
900191,5/18/2013,in Ordnung,nein,nein, , , , , ,
900147,5/18/2013,in Ordnung,nein,ja,0,5,12,Star,5,
900148,5/18/2013,in Ordnung,nein,ja,0,2,8,Feldsperling,2,
900146,5/18/2013,in Ordnung,nein,unbekannt, , , , , ,
900142,5/18/2013,in Ordnung,nein,nein, , , , , ,
900141,5/18/2013,in Ordnung,nein,nein, , , , , ,
900139,5/18/2013,in Ordnung,nein,unbekannt, , , , , ,
900138,5/18/2013,in Ordnung,nein,nein, , , , , ,
900192,5/18/2013,in Ordnung,nein,nein, , , , , ,
900193,5/18/2013,in Ordnung,nein,nein, , , , , ,
900194,5/18/2013,in Ordnung,nein,ja,1,3,5,Feldsperling,3,
900195,5/18/2013,in Ordnung,nein,nein, , , , , ,
900196,5/18/2013,in Ordnung,nein,ja,1,1,1,Feldsperling, ,tote unberingte Blaumeise
900002,5/18/2013,in Ordnung,nein,ja,6,0, ,Feldsperling, ,
900001,5/18/2013,Front defekt,nein,ja,5,0, ,Feldsperling, ,
900006,5/18/2013,in Ordnung,nein,nein, , , , , ,
900007,5/18/2013,in Ordnung,nein,nein, , , , , ,
900008,5/18/2013,in Ordnung,nein,nein, , , , , ,
900009,5/18/2013,in Ordnung,nein,nein, , , , , ,
900010,5/18/2013,in Ordnung,nein,nein, , , , , ,
900011,5/18/2013,in Ordnung,nein,nein, , , , , ,
900004,5/18/2013,in Ordnung,nein,nein, , , , , ,
900005,5/18/2013,in Ordnung,nein,nein, , , , , ,
900003,5/18/2013,in Ordnung,nein,ja,1,3,6,Feldsperling,3,
900012,5/18/2013,in Ordnung,nein,ja,2,2,12,Feldsperling,2,
900014,5/18/2013,in Ordnung,nein,unbekannt, , , , , ,
900016,5/18/2013,in Ordnung,nein,ja,1,5,1,Kohlmeise, ,
900013,5/18/2013,in Ordnung,nein,nein, , , , , ,
900017,5/18/2013,in Ordnung,nein,unbekannt, , , , , ,Wespe
900018,5/18/2013,in Ordnung,nein,unbekannt, , , , , ,"Hummeln, tote unberingte Kohlmeise"
900197,5/18/2013,in Ordnung,nein,ja,5,0, ,Feldsperling,Weibchen,
900198,5/18/2013,Front defekt,nein,unbekannt, , , , , ,
900019,5/18/2013,in Ordnung,nein,ja,0,5,1,Feldsperling,Weibchen,
900199,5/18/2013,in Ordnung,nein,ja,3,2,1,Feldsperling, ,
900200,5/18/2013,in Ordnung,nein,ja,0,0, ,unbestimmt, ,
900023,5/18/2013,in Ordnung,nein,ja,6,0, ,Feldsperling,Weibchen,
900201,5/18/2013,in Ordnung,nein,ja,3,0, ,Blaumeise,Weibchen,
900202,5/18/2013,in Ordnung,nein,nein, , , , , ,
900203,5/18/2013,in Ordnung,nein,nein, , , , , ,
900204,5/18/2013,in Ordnung,nein,ja,0,5,12,Star,5,
900205,5/18/2013,in Ordnung,nein,nein, , , , , ,
900206,5/18/2013,in Ordnung,nein,nein, , , , , ,
900026,5/18/2013,in Ordnung,nein,ja,5,0, ,Star,Weibchen,
900027,5/18/2013,in Ordnung,nein,ja,4,0, ,Feldsperling, ,
900207,5/18/2013,in Ordnung,nein,ja,9,0, ,Blaumeise,Weibchen,
900109,5/18/2013,in Ordnung,nein,ja,6,0, ,Gartenrotschwanz, ,
900110,5/18/2013,in Ordnung,nein,ja,0,8,1,Blaumeise, ,
900111,5/18/2013,in Ordnung,nein,ja,8,0, ,Kohlmeise, ,Weibchen kontrolliert
900112,5/18/2013,in Ordnung,nein,ja,10,0, ,Blaumeise,Weibchen,
400051,5/19/2013,in Ordnung,nein,nein, , , , , ,
400058,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,Wespe
400056,5/19/2013,in Ordnung,ja,ja,9,0, ,Kohlmeise, ,"Weibchen tot, Brut entfernt"
400060,5/19/2013,in Ordnung,nein,ja,7,0, ,Kohlmeise,Weibchen,
400057,5/19/2013,in Ordnung,nein,ja,0,4,2,Feldsperling,0,
400145,5/19/2013,in Ordnung,nein,nein, , , , , ,
400144,5/19/2013,Front fehlt,nein,nein, , , , , ,
400047,5/19/2013,in Ordnung,nein,nein, , , , , ,
400115,5/19/2013,in Ordnung,nein,ja,0,8,3,Blaumeise,Weibchen,
400143,5/19/2013,in Ordnung,nein,ja,4,0, ,Feldsperling,Weibchen,
400092,5/19/2013,in Ordnung,nein,ja,5,0, ,Feldsperling,0,
400116,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400040,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400142,5/19/2013,in Ordnung,nein,nein, , , , , ,
400117,5/19/2013,in Ordnung,nein,ja,5,0, ,Feldsperling, ,
400049,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400118,5/19/2013,in Ordnung,nein,ja,6,0, ,Kleiber,Weibchen,
400141,5/19/2013,in Ordnung,nein,nein, , , , , ,
400140,5/19/2013,in Ordnung,nein,nein, , , , , ,
400043,5/19/2013,in Ordnung,nein,ja,3,0, ,Blaumeise, ,
400119,5/19/2013,in Ordnung,nein,ja,6,0, ,Kohlmeise, ,Weibchen ist bereist beringt
400139,5/19/2013,in Ordnung,nein,ja,0,5,2,Feldsperling,0,
400120,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400063,5/19/2013,in Ordnung,nein,ja,11,0, ,Blaumeise, ,
400125,5/19/2013,in Ordnung,nein,ja,6,0, ,Kohlmeise, ,
400046,5/19/2013,in Ordnung,nein,ja,0,6,1,Sumpfmeise,0,
400126,5/19/2013,in Ordnung,nein,ja,3,0, ,Kohlmeise, ,
400134,5/19/2013,in Ordnung,nein,nein, , , , , ,
400042,5/19/2013,in Ordnung,nein,nein, , , , , ,
400133,5/19/2013,in Ordnung,nein,nein, , , , , ,
400045,5/19/2013,in Ordnung,nein,nein, , , , , ,
400041,5/19/2013,in Ordnung,ja,ja,1,0, ,Blaumeise, ,"Weibchen tot, Nest gereinigt"
400127,5/19/2013,in Ordnung,nein,nein, , , , , ,
400064,5/19/2013,in Ordnung,nein,nein, , , , , ,
400121,5/19/2013,in Ordnung,nein,ja,8,0, ,Meise unbestimmt, ,
400122,5/19/2013,in Ordnung,nein,nein, , , , , ,
400123,5/19/2013,in Ordnung,nein,nein, , , , , ,
400124,5/19/2013,in Ordnung,nein,nein, , , , , ,
400128,5/19/2013,in Ordnung,nein,ja,5,0, ,Trauerschnäpper, ,Wespe
400129,5/19/2013,in Ordnung,nein,nein, , , , , ,
400132,5/19/2013,in Ordnung,nein,ja,0,4,2,Feldsperling,0,
400135,5/19/2013,in Ordnung,nein,nein, , , , , ,
400131,5/19/2013,in Ordnung,nein,nein, , , , , ,
400136,5/19/2013,in Ordnung,nein,nein, , , , , ,
400130,5/19/2013,in Ordnung,nein,ja,6,0, ,Trauerschnäpper, ,
400137,5/19/2013,in Ordnung,nein,nein, , , , , ,
400138,5/19/2013,in Ordnung,nein,nein, , , , , ,
400039,5/19/2013,in Ordnung,nein,nein, , , , , ,
400173,5/19/2013,in Ordnung,nein,nein, , , , , ,Hornisse
400172,5/19/2013,in Ordnung,nein,nein, , , , , ,
400168,5/19/2013,in Ordnung,nein,nein, , , , , ,Hornisse
400170,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400171,5/19/2013,in Ordnung,nein,ja,5,0, ,Feldsperling, ,
400164,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400169,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400165,5/19/2013,in Ordnung,nein,ja,2,3,8,Feldsperling,3,
400166,5/19/2013,in Ordnung,nein,ja,0,3,3,Feldsperling,0,
400163,5/19/2013,in Ordnung,nein,ja,0,3,3,Feldsperling,0,
400167,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400161,5/19/2013,in Ordnung,ja,ja,3,0, ,Feldsperling, ,"Weibchen beringt und tot, Nest gereinigt"
400162,5/19/2013,Front fehlt,ja,unbekannt, , , , , ,
400159,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400103,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400160,5/19/2013,in Ordnung,nein,ja,4,0, ,Feldsperling,Weibchen,
400238,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,Hornisse
400089,5/19/2013,in Ordnung,nein,ja,0,4,7,Feldsperling,4,
400158,5/19/2013,in Ordnung,nein,ja,0,4,14,Feldsperling,4,
400044,5/19/2013,in Ordnung,nein,nein, , , , , ,
400062,5/19/2013,in Ordnung,nein,ja,0,4,3,Feldsperling,Weibchen,
400156,5/19/2013,in Ordnung,nein,nein, , , , , ,
400155,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400153,5/19/2013,in Ordnung,nein,nein, , , , , ,
400154,5/19/2013,in Ordnung,nein,nein, , , , , ,
400150,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400151,5/19/2013,in Ordnung,nein,ja,1,5,8,Feldsperling,5,
400148,5/19/2013,in Ordnung,nein,ja,0,0, ,Feldsperling, ,
400149,5/19/2013,in Ordnung,nein,ja,2,2,1,Feldsperling,Weibchen,
400152,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400147,5/19/2013,in Ordnung,nein,nein, , , , , ,
400146,5/19/2013,in Ordnung,nein,ja,0,6,7,Feldsperling,6,
400054,5/19/2013,in Ordnung,nein,ja,1,4,12,Feldsperling,4,
400050,5/19/2013,in Ordnung,nein,nein, , , , , ,
400048,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400093,5/19/2013,in Ordnung,nein,ja,0,0, ,Feldsperling, ,
400090,5/19/2013,in Ordnung,nein,ja,1,2,1,Feldsperling,0,juv tot und Nest gereinigt
400052,5/19/2013,in Ordnung,ja,ja,0,0, ,Blaumeise, ,
400175,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400176,5/19/2013,in Ordnung,nein,ja,0,5,2,Meise unbestimmt,0,
400177,5/19/2013,in Ordnung,nein,nein, , , , , ,
400178,5/19/2013,in Ordnung,nein,ja,0,0, ,unbestimmt, ,
400179,5/19/2013,in Ordnung,nein,ja,0,4,10,Feldsperling,4,
400180,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400181,5/19/2013,in Ordnung,nein,ja,0,2,10,Feldsperling,2,
400084,5/19/2013,in Ordnung,nein,ja,7,0, ,Meise unbestimmt, ,
400059,5/19/2013,in Ordnung,nein,ja,4,2,1,Kohlmeise,Weibchen,
400091,5/19/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
400182,5/19/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
400183,5/19/2013,in Ordnung,nein,ja,11,0, ,Blaumeise, ,
400085,5/19/2013,in Ordnung,nein,ja,5,0, ,Blaumeise,Weibchen,
400184,5/19/2013,in Ordnung,nein,ja,12,0, ,Kohlmeise,Weibchen,
400061,5/19/2013,in Ordnung,nein,ja,7,0, ,Trauerschnäpper,Weibchen,
400185,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,Wespe
400080,5/19/2013,in Ordnung,nein,ja,6,0, ,Trauerschnäpper,Weibchen,
400087,5/19/2013,in Ordnung,nein,ja,0,8,1,Blaumeise,Weibchen,
400186,5/19/2013,in Ordnung,nein,ja,0,6,1,Meise unbestimmt, ,
400088,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,Wespe
400187,5/19/2013,in Ordnung,nein,ja,0,3,1,Kohlmeise,Weibchen,
400083,5/19/2013,in Ordnung,nein,ja,0,4,1,Feldsperling, ,
400086,5/19/2013,in Ordnung,nein,unbekannt, , , , , ,
400071,5/19/2013,in Ordnung,nein,ja,1,5,7,Feldsperling,5,
400189,5/20/2013,in Ordnung,nein,ja,7,0, ,Meise unbestimmt, ,
400188,5/20/2013,in Ordnung,nein,nein, , , , , ,
400190,5/20/2013,in Ordnung,nein,ja,11,0, ,Kohlmeise,Weibchen,
400191,5/20/2013,in Ordnung,nein,ja,0,12,6,Blaumeise,12,
400192,5/20/2013,in Ordnung,nein,ja,0,3,2,Feldsperling, ,
400193,5/20/2013,in Ordnung,nein,unbekannt, , , , , ,Wespe
400194,5/20/2013,in Ordnung,nein,ja,3,2,1,Feldsperling, ,
400195,5/20/2013,in Ordnung,nein,ja,0,8,3,Blaumeise,Weibchen,
400078,5/20/2013,in Ordnung,nein,ja,10,0, ,Kohlmeise,Weibchen,
400239,5/20/2013,in Ordnung,nein,nein, , , , , ,
400068,5/20/2013,in Ordnung,nein,ja,4,0, ,Feldsperling, ,
400199,5/20/2013,in Ordnung,nein,ja,0,10,2,Blaumeise,Weibchen,
400200,5/20/2013,in Ordnung,nein,nein, , , , , ,Wespe
400077,5/20/2013,in Ordnung,nein,ja,0,7,2,Kohlmeise, ,
400201,5/20/2013,in Ordnung,nein,nein, , , , , ,Wespe
400202,5/20/2013,in Ordnung,nein,ja,7,0, ,Trauerschnäpper,Weibchen,
400240,5/20/2013,in Ordnung,nein,ja,0,7,4,Meise unbestimmt, ,
400074,5/20/2013,in Ordnung,nein,ja,6,0, ,Trauerschnäpper,Weibchen,
400205,5/20/2013,in Ordnung,nein,nein, , , , , ,
400206,5/20/2013,in Ordnung,nein,ja,7,0, ,Kohlmeise,Weibchen,
400204,5/20/2013,in Ordnung,nein,ja,6,0, ,Sumpfmeise, ,
400207,5/20/2013,in Ordnung,nein,ja,2,5,7,Sumpfmeise,5 & Weibchen,
400209,5/20/2013,in Ordnung,nein,nein, , , , , ,Wespe
400208,5/20/2013,in Ordnung,nein,unbekannt, , , , , ,Wespe
400210,5/20/2013,in Ordnung,nein,nein, , , , , ,
400065,5/20/2013,in Ordnung,nein,nein, , , , , ,
400081,5/20/2013,in Ordnung,nein,ja,6,0, ,Kohlmeise, ,
400075,5/20/2013,in Ordnung,nein,ja,6,0, ,Trauerschnäpper,Weibchen,
400211,5/20/2013,in Ordnung,nein,ja,8,0, ,Kohlmeise, ,
400212,5/20/2013,in Ordnung,nein,ja,8,0, ,Kohlmeise,Weibchen,
400215,5/20/2013,in Ordnung,nein,ja,4,4,1,Blaumeise,Weibchen,Totfund beringte Blaumeise
400214,5/20/2013,in Ordnung,nein,nein, , , , , ,
400055,5/20/2013,in Ordnung,nein,nein, , , , , ,Hornisse
400213,5/20/2013,in Ordnung,nein,ja,0,5,1,Kohlmeise, ,
400066,5/20/2013,in Ordnung,nein,nein, , , , , ,Wespe
400053,5/20/2013,in Ordnung,nein,ja,0,8,1,Blaumeise,Weibchen,
400070,5/20/2013,in Ordnung,nein,ja,0,7,3,Kohlmeise,Weibchen,
400073,5/20/2013,in Ordnung,nein,nein, , , , , ,
400079,5/20/2013,in Ordnung,nein,ja,0,8,1,Blaumeise,Weibchen,
400069,5/20/2013,in Ordnung,nein,nein, , , , , ,
400082,5/20/2013,in Ordnung,nein,ja,1,6,1,Kohlmeise,Weibchen,
600009,5/21/2013,in Ordnung,Ja,Nein, , , , , ,
600011,5/21/2013,in Ordnung,nein,Nein, , , , , ,Toter Kleiber
600012,5/21/2013,in Ordnung,nein,Ja,5, , ,Trauerschnäpper,W,
600013,5/21/2013,in Ordnung,nein,Ja,6, , ,Blaumeise,W,
600014,5/21/2013,in Ordnung,Nein,Ja, ,ja,2,Blaumeise, ,
600015,5/21/2013,in Ordnung,nein,nein, , , , , ,
600016,5/21/2013,in Ordnung,nein,Ja, ,ja,2,Blaumeise,W,
600017,5/21/2013,in Ordnung,nein,Nein, , , ,Kleiber, ,Hornissen
600018,5/21/2013,in Ordnung,nein,Ja,ja,ja,1,Blaumeise,W,
600019,5/21/2013,in Ordnung,nein,Nein, , , , , ,
600020,5/21/2013,in Ordnung,nein,Ja,5, , ,Kohlmeise,W,
600021,5/21/2013,in Ordnung,nein,Ja,8, , ,Kohlmeise,W,
600022,5/21/2013,in Ordnung,nein,nein, , , , , ,
600025,5/21/2013,in Ordnung,nein,Ja,5, , ,Blaumeise,W,
600026,5/21/2013,in Ordnung,nein,Ja, ,9,7,Kleiber,9,
600027,5/21/2013,in Ordnung,nein,Ja,7, , ,Meise unbestimmt, ,
600028,5/21/2013,in Ordnung,nein,Ja, ,ja,2,Kohlmeise, ,
600065,5/21/2013,in Ordnung,Ja,Nein, , , , , ,
600066,5/21/2013,in Ordnung,Nein,Ja,7, , ,Kohlmeise,W,
600067,5/21/2013,in Ordnung,Ja,Ja, , , ,Meise unbestimmt, ,
600068,5/21/2013,in Ordnung,Nein,Nein, , , , , ,
600069,5/21/2013,in Ordnung,nein,Nein, , , , , ,
600070,5/21/2013,in Ordnung,nein,Ja, ,6,10,Kleiber,6,
600071,5/21/2013,in Ordnung,nein,Nein, , , , , ,
600072,5/21/2013,in Ordnung,nein,Nein, , , , , ,
600073,5/21/2013,in Ordnung,nein,Nein, , , , , ,Wespen
600074,5/21/2013,in Ordnung,nein,Ja, ,8,1,Blaumeise,W,
600075,5/21/2013,in Ordnung,nein,Nein, , , , , ,
600076,5/21/2013,in Ordnung,Ja,Ja, , , ,Meise unbestimmt, ,Brutverlust?
600077,5/21/2013,in Ordnung,Nein,Ja, , , ,Meise unbestimmt, ,
600078,5/21/2013,in Ordnung,Ja,Ja, , , ,Meise unbestimmt, ,Nestlinge tod
600079,5/21/2013,in Ordnung,Nein,Ja, , , , , ,
600080,5/21/2013,in Ordnung,Nein,Nein, , , , , ,
600081,5/21/2013,in Ordnung,nein,Ja, , , ,Meise unbestimmt, ,
600082,5/21/2013,Beschädigt,nein,Ja, , , ,Kleiber, ,
600083,5/21/2013,in Ordnung,nein,nein, , , , , ,
600084,5/21/2013,in Ordnung,nein,ja,7, , ,Kohlmeise,W,
600085,5/21/2013,in Ordnung,nein,Ja,6, , ,Blaumeise, ,
