Nistkasten-nummer,Datum,Zustand Kasten,gereinigt,besetzt,Anzahl Eier,Anzahl Jungvögel,Alter Jungvögel,Vogelart,beringt,Bemerkungen
400047,11/11/2015,In Ordnung,nein,nein, , , , , ,
400119,11/11/2015,In Ordnung,nein,nein, , , , , ,
400043,11/11/2015,In Ordnung,nein,ja,0,0, ,Blaumeise,Männchen,
400120,11/11/2015,In Ordnung,nein,nein, , , , , ,
400125,11/11/2015,In Ordnung,nein,nein, , , , , ,
400140,11/11/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Männchen,
400126,11/11/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Männchen,
400134,11/11/2015,In Ordnung,nein,nein, , , , , ,
400042,11/11/2015,In Ordnung,nein,ja,0,0, ,Blaumeise,Weibchen,
400121,11/11/2015,In Ordnung,nein,ja,0,0, ,Kleiber,Weibchen,
400122,11/11/2015,In Ordnung,nein,ja,0,0, ,Blaumeise, ,
400124,11/11/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Weibchen,
400127,11/11/2015,In Ordnung,nein,nein,0,0, , , ,
400041,11/11/2015,In Ordnung,nein,ja,0,0, ,Blaumeise,Weibchen,
400045,11/11/2015,In Ordnung,nein,ja,0,0, ,Blaumeise,0,Männchen war beringt
400133,11/11/2015,In Ordnung,ja,ja,0,1, ,Kohlmeise, ,toter juv
400132,11/11/2015,In Ordnung,nein,nein,0,0, , , ,
400129,11/11/2015,In Ordnung,ja,ja,2,2, ,Kohlmeise, ,juv tot
400128,11/11/2015,In Ordnung,nein,nein,0,0, , , ,
400138,11/11/2015,In Ordnung,nein,nein,0,0, , , ,
400137,11/11/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Weibchen,
400130,11/11/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Männchen,
400131,11/11/2015,In Ordnung,nein,nein,0,0, , , ,
400135,11/11/2015,In Ordnung,nein,nein,0,0, , , ,
400084,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400059,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400091,12/15/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Weibchen,
400182,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400183,12/15/2015,In Ordnung,nein,ja,0,0, ,Blaumeise, ,Totfund beringt
400085,12/15/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Männchen,
400184,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400061,12/15/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Weibchen,
400185,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400087,12/15/2015,In Ordnung,ja,nein,0,0, , , ,Mäuse
400186,12/15/2015,In Ordnung,nein,nein,0,0, , , ,junge Mäuse
400088,12/15/2015,In Ordnung,ja,nein,0,0, , , ,
400086,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400083,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400082,12/15/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Männchen,
400069,12/15/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise, ,war beringt
400079,12/15/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Männchen,
400073,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400070,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400053,12/15/2015,In Ordnung,nein,ja,0,0, ,Blaumeise,Männchen,
400066,12/15/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise,Weibchen,
400070,12/15/2015,In Ordnung,nein,ja,0,0, ,Blaumeise,Weibchen,
400215,12/15/2015,In Ordnung,nein,ja,0,0, ,Blaumeise, ,Männchen war beringt
400214,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400055,12/15/2015,In Ordnung,nein,ja,0,0, ,Kohlmeise, ,
400213,12/15/2015,In Ordnung,nein,ja,0,0, ,Kleiber, ,
400211,12/15/2015,In Ordnung,nein,nein,0,0, , , ,
400210,12/15/2015,In Ordnung,nein,ja,0,0, ,Blaumeise, ,Männchen war beringt + 1 tot KM
400207,12/15/2015,In Ordnung,nein,nein,0,0, , , ,Maus
400050,12/23/2015,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchen82241234Totfund
400123,12/23/2015,in Ordnung,nein,ja,0,0, ,Blaumeise,0,juvenilMännchenunberingt
400097,12/23/2015,in Ordnung,nein,ja,0,0, , ,0,Mäusenest
400051,1/22/2016,In Ordnung,nein,nein,0,0, , , ,
400057,1/22/2016,In Ordnung,ja,ja,0,0, ,Kohlmeise, ,
400056,1/22/2016,In Ordnung,nein,ja,0,0, ,Kleiber, ,
400060,1/22/2016,In Ordnung,nein,ja,0,0, ,Feldsperling, ,`+ 1 tot
400058,1/22/2016,In Ordnung,nein,nein,0,0, , , ,
400092,1/22/2016,In Ordnung,nein,nein,0,0, , , ,
400116,1/22/2016,In Ordnung,nein,ja,0,0, ,Kleiber, ,
400049,1/22/2016,In Ordnung,nein,nein,0,0, , , ,
400118,1/22/2016,In Ordnung,nein,nein,0,0, , , ,
400142,1/22/2016,In Ordnung,nein,ja,0,0, ,Blaumeise, ,
400140,1/22/2016,In Ordnung,nein,ja,0,0, ,Kohlmeise, ,
400126,1/22/2016,In Ordnung,nein,nein,0,0, , , ,
400134,1/22/2016,In Ordnung,nein,ja,0,0, ,Kohlmeise, ,
400042,1/22/2016,In Ordnung,nein,nein,0,0, , , ,
400127,1/22/2016,In Ordnung,nein,nein,0,0, , , ,
400041,1/22/2016,In Ordnung,nein,ja,0,0, ,Blaumeise, ,
400129,1/22/2016,In Ordnung,nein,ja,0,0, ,Kohlmeise, ,
400133,1/22/2016,In Ordnung,nein,ja,0,0, ,Kohlmeise, ,
400132,1/22/2016,In Ordnung,nein,nein,0,0, , , ,
400131,1/22/2016,In Ordnung,nein,ja,0,0, ,Kohlmeise, ,
400130,1/22/2016,In Ordnung,nein,ja,0,0, ,Kleiber, ,
400137,1/22/2016,In Ordnung,nein,nein, , , , , ,
400128,1/22/2016,In Ordnung,nein,ja, , , ,Kohlmeise, ,
400131,1/22/2016,In Ordnung,nein,ja, , , ,Kohlmeise, ,
400124,1/22/2016,In Ordnung,nein,ja, , , ,Kohlmeise, ,
400123,1/22/2016,In Ordnung,nein,ja, , , ,Blaumeise, ,
400122,1/22/2016,In Ordnung,nein,nein, , , , , ,
400121,1/22/2016,In Ordnung,nein,nein, , , , , ,
400064,1/22/2016,In Ordnung,nein,nein, , , , , ,
400063,1/22/2016,In Ordnung,nein,ja, , , ,Kohlmeise, ,
400120,1/22/2016,In Ordnung,nein,ja, , , ,Blaumeise, ,
400061,1/29/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchen82241408
400187,1/29/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchenunberingt
400083,1/29/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,juvenilWeibchenunberingt
400091,1/29/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultMännchenunberingt
400185,1/29/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,juvenilWeibchenunberingt
400084,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400059,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400086,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400071,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400087,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400085,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400183,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400182,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400184,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400080,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400069,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400079,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400073,1/29/2016,in Ordnung,nein,nein,0,0, , ,0,
400211,1/30/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchen81868960
400082,1/30/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultMännchen82241412
400055,1/30/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adult???Weibchen82241414
400210,1/30/2016,in Ordnung,nein,ja,0,0, ,Kleiber,0,Weibchen82241415
400209,1/30/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchen90092843
400207,1/30/2016,in Ordnung,nein,ja ,0,0, ,Blaumeise,0,adultMännchen90363858
400215,1/30/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adult???90446847
400074,1/30/2016,in Ordnung,nein,ja,0,0, ,Feldsperling,0,unberingt
400240,1/30/2016,in Ordnung,nein,ja,0,0, ,Kleiber,0,Weibchenunberingt
400067,1/30/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adult Männchenunberingt
400208,1/30/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,???Männchenunberingt
400081,1/30/2016,in Ordnung,nein,ja,0,0, ,Feldsperling,0,unberingt
400213,1/30/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,juvenilMännchenunberingt
400239,1/30/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchenunberingt
400194,1/30/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,juvenilWeibchenunberingt
400192,1/30/2016,in Ordnung,nein,ja,0,0, ,Feldsperling,0,unberingt
400206,1/30/2016,in Ordnung,nein,nein,0,0, , ,0,Kasten nicht montiert
400065,1/30/2016,in Ordnung,nein,nein,0,0, , ,0,
400075,1/30/2016,in Ordnung,nein,nein,0,0, , ,0,
400212,1/30/2016,in Ordnung,nein,nein,0,0, , ,0,
400214,1/30/2016,in Ordnung,nein,nein,0,0, , ,0,
400195,1/30/2016,in Ordnung,nein,nein,0,0, , ,0,
400193,1/30/2016,in Ordnung,nein,nein,0,0, , ,0,
400065,2/10/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,juvenilWeibchen81868960
400069,2/10/2016,in Ordnung,nein,ja ,0,0, ,Kohlmeise,0,adultMännchen82241412
400212,2/10/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adult???Weibchen82241414
400208,2/10/2016,in Ordnung,nein,ja ,0,0, ,Blaumeise,0,adultMännchen90092843
400191,2/10/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchen90215091
400240,2/10/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchen90364270
400055,2/10/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adult???90446847
400061,2/10/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,juvenilWeibchenunberingt
400082,2/10/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,juvenilWeibchenunberingt
400074,2/10/2016,in Ordnung,nein,ja,0,0, ,Feldsperling,0,unberingt
400207,2/10/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchenunberingt
400239,2/10/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultWeibchenunberingt
400195,2/10/2016,in Ordnung,nein,Ja,0,0, ,Blaumeise,0,juvenilWeibchenunberingt
400075,2/10/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultMännchenunberingt
400081,2/10/2016,in Ordnung,nein,ja,0,0, ,Feldsperling,0,unberingtTotfund
400204,2/10/2016,in Ordnung,nein,ja,0,0, ,Kleiber,0,Männchenunberingt
400190,2/10/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultMännchenunberingt
400091,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400182,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400183,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400085,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400184,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400185,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400080,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400087,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400187,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,Ei
400088,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400086,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400071,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400183,2/10/2016,in Ordnung,nein,ja,0,0, , ,0,Maus
400083,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400059,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400084,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400079,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400073,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400206,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400067,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400078,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400209,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400210,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400215,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400214,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400213,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400211,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400194,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400193,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400192,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400188,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400189,2/10/2016,in Ordnung,nein,nein,0,0, , ,0,
400064,2/12/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adult Weibchen82089678
400063,2/12/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchen82241472Vogel ohne Schwanzfedern
400137,2/12/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultMännchen82241473
400131,2/12/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchen82241474
400121,2/12/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultMännchen82241477
400049,2/12/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adult???90306054
400123,2/12/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultWeibchen90446157
400040,2/12/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchen90446818
400045,2/12/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,juvenil???Weibchen90446820
400046,2/12/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,juvenilMännchen90446977
400141,2/12/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultNännchenunberingt
400117,2/12/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchenunberingt
400133,2/12/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchenunberingt
400135,2/12/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,???Männchenunberingt
400125,2/12/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchenunberingt
400058,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400060,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400057,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400056,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400051,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400142,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400118,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400116,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400092,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400140,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400127,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400126,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400041,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400134,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400042,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400132,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400130,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400129,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400128,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400138,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400124,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400122,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400120,2/12/2016,in Ordnung,nein,nein,0,0, , ,0,
400065,2/22/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchen81868960
400213,2/22/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,juvenilMännchen81877547
400082,2/22/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultMännchen82241412
400210,2/22/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adult???Weibchen82241414
400121,2/22/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchen82241472
400124,2/22/2016,in Ordnung,nein,ja,0,0, ,Kleiber,0,82241476
400055,2/22/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchen90092843
400191,2/22/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchen90215091
400040,2/22/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adult???90306054
400207,2/22/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchen90363858liegt auf einer toten Maus
400123,2/22/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultWeibchen90446157
400049,2/22/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchen90446161
400135,2/22/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,juvenil???Weibchen90446820
400041,2/22/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,juvenilMännchen90446977
400051,2/22/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adult Weibchenunberingt
400117,2/22/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,juvenilWeibchenunberingt
400045,2/22/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adulttMännchenunberingt
400069,2/22/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchenunberingt
400074,2/22/2016,in Ordnung,nein,ja,0,0, ,Feldsperling,0,unberingtkein Foto
400058,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400056,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400060,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400057,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400047,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400145,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400144,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,Nistkasten beschädigt
400142,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400143,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,Nistkasten beschädigt
400141,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400118,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400116,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400092,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400119,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400043,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400120,2/22/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,
400063,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400122,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400046,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400175,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400140,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400126,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400134,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400042,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400133,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400132,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400131,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400129,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400130,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400137,2/22/2016,in Ordnung,nein,ja,0,0, , ,0,toter Sperling
400128,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400127,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400138,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400079,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400073,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400206,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400240,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400204,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400211,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400075,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400214,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400215,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400212,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400081,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400209,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400208,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400067,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400239,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400078,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400195,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400192,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400194,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400193,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400188,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400189,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400091,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,Es wurden die Büsche geschnitten!!!!
400182,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400080,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400183,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400085,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400184,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400061,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400185,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400087,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400186,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400088,2/22/2016,in Ordnung,nein,ja ,0,0, , ,0,Maus
400086,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400187,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400071,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400083,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400084,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400059,2/22/2016,in Ordnung,nein,nein,0,0, , ,0,
400056,3/17/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchen82089678
400133,3/17/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchen82241170
400069,3/17/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultMännchen82241412
400213,3/17/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adult???Weibchen82241414
400055,3/17/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultMännchen90092843
400145,3/17/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultWeibchen90446161
400042,3/17/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,juvenil???Weibchen90446820
400123,3/17/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,juvenilMännchen90446977
400115,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,nicht montiert
400141,3/17/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchenunberingt
400128,3/17/2016,in Ordnung,nein,ja,0,0, ,Feldsperling,0,unberingt
400193,3/17/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultMännchenunberingt
400191,3/17/2016,in Ordnung,nein,ja,0,0, ,Blaumeise,0,adultWeibchenunberingt
400184,3/17/2016,in Ordnung,nein,ja,0,0, ,Kohlmeise,0,adultWeibchenunberingt
400088,3/17/2016,in Ordnung,nein,ja,0,0, ,Feldsperling,0,unberingt
400058,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400060,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400057,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400051,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400047,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400144,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,"defekt, Front fehlt"
400142,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400118,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400116,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400049,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400117,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400092,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400040,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400119,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400043,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400140,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400126,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400134,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400132,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400131,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400045,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400129,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400135,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400137,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400041,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400127,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400138,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400124,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400122,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400064,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400121,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400120,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400063,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400082,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400079,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400073,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,Hummelkasten
400212,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400215,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400214,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400081,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
400057,3/17/2016,in Ordnung,nein,nein,0,0, , ,0,
